PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
EsvLPeYK-AjRn;24;47000;Própria;1.0;e0TAHqm5-Joem;Pessoal;B;6000;11.11;0;0.13;6NqX3PGc-SAFA;0;4
eYszGO0y-367b;22;31500;Hipotecada;2.0;CLvtmJmG-F5SY;Empreendimento;A;14000;8.9;0;0.44;8nKrlRid-Xswv;0;3
ptCCgLL7-lH4s;29;120000;Hipotecada;8.0;uUDAC67o-QO6q;Médico;A;28000;7.9;0;0.23;SbovFI9l-fNUJ;0;8
aSI9xg7O-iSUG;30;33600;Hipotecada;5.0;TM8CXqlC-E3pk;Educativo;A;9000;6.91;0;0.27;LMx5iYxc-1fTF;0;6
09gktGmC-H2HQ;23;45000;Alugada;7.0;w2qt0nOF-vv7S;Educativo;B;9000;10.65;0;0.2;tfv4kcWM-4woU;0;2
Fz5kLdoZ-PvCy;25;200000;Hipotecada;3.0;mdk4FziB-HFyu;Empreendimento;E;35000;17.14;0;0.17;YloJAahY-2TDg;1;3
sGTj2QUg-k4ka;26;43200;Hipotecada;11.0;fDsmbZCW-E8F7;Empreendimento;C;6000;12.87;0;0.14;kL6ELPvF-YlNH;0;3
WQRqrHGZ-ZOBv;23;35000;Hipotecada;7.0;AgpADyfp-jm7Z;Educativo;F;15000;18.43;0;0.43;uZ6TF2o3-k7Kg;1;2
pI1aW4xl-3NaD;23;62900;Alugada;7.0;xcIjDR4B-G3p0;Médico;D;5000;14.84;1;0.07;hy9xvFl9-EkhM;0;4
0SHjkHAj-It6m;25;19000;Alugada;0.0;hYWun3O1-LMLw;Pagamento de débitos;C;750;12.29;0;0.04;euilzptx-E4qH;1;4
toF0Ea9o-NmEu;27;57000;Alugada;0.0;qqDZM4Gx-NY7x;Educativo;B;7000;11.71;0;0.12;aHg2oTb0-rNfq;0;8
3RBz75JO-cgf7;27;39996;Alugada;3.0;o8WK1HnB-do4H;Pessoal;D;10000;15.37;0;0.25;Mg0IAQSU-Alqm;1;8
hrdU6YiF-U3lk;32;62000;Alugada;8.0;2ysfUaao-K9Lo;Empreendimento;D;10000;17.27;1;0.16;epuaocsd-15fm;1;7
9I7xGAxk-tJtx;26;78000;Alugada;4.0;Hy2ljs1i-YcfN;Pagamento de débitos;A;12000;7.14;0;0.15;ianWPoyv-3BYO;0;2
lQmKrY1G-BoPd;22;60612;Hipotecada;2.0;A9CSBSyB-7DrE;Médico;C;18000;13.72;0;0.3;SfX0kYqR-byYK;1;3
zFC7uZFj-lj1a;26;65000;Hipotecada;10.0;ETBUk2Eu-XfHy;Educativo;A;5000;7.51;0;0.08;dcKsLxIG-0Jzo;0;2
6lvrdlCU-MztF;25;83004;Hipotecada;9.0;ecZtebRj-vpWZ;Pessoal;A;5000;6.76;0;0.06;rxJevqpg-qhUG;0;4
iej04IFf-jobF;32;110000;Hipotecada;5.0;LgulRQlY-cpEc;Educativo;B;10000;10.99;0;0.09;Hxvcnfqr-qnSH;0;9
UAfTUJN6-gqB9;27;58650;Hipotecada;11.0;e3KZNgJD-02eZ;Médico;A;4000;5.42;1;0.06;9eJYKZTb-T2UN;0;6
Dbeht2rx-Sulz;23;45000;Alugada;3.0;iUvE4YR7-qArh;Educativo;B;3600;11.49;0;0.08;fnNW8TZQ-h7L0;0;3
jQ3dTT5F-5unX;23;83000;Alugada;7.0;Ycr9iBLd-AJow;Educativo;B;25300;10.99;1;0.3;a89GQtTP-lhaD;0;3
8wjb0dmR-y1AG;23;44000;Alugada;0.0;KZ79AkPE-RovQ;Melhora do lar;F;13000;17.26;1;0.3;Jkq537sA-vyOi;1;3
N3vyAEeC-4qQ7;23;88000;Alugada;1.0;Su4T57eo-5Hxq;Empreendimento;B;5000;10.99;0;0.06;TwnLtgDp-9fbf;0;4
r2PceEjA-t6TX;22;19200;Hipotecada;3.0;q0FCZ0BU-iXCE;Médico;D;5000;15.33;1;0.26;o6e79WD2-BvRU;0;3
UsBamirs-v885;26;40720;Hipotecada;4.0;I4X1kOdt-MuxI;Pessoal;C;10000;13.48;0;0.25;IolW3i6g-kAqA;1;3
fGnsAYtj-jOYv;25;25000;Própria;4.0;MYtYQEQA-JFR6;Médico;C;17500;14.22;0;0.7;7ecbMgXx-d4nz;0;2
Nw2cPKIG-M3EP;23;50000;Hipotecada;5.0;c8n3apdT-KQUo;Empreendimento;A;3600;5.99;0;0.07;jPD35Im3-XuAZ;0;2
fzSIT8a7-L6f0;35;60000;Hipotecada;5.0;Wse9L87R-3hUU;Melhora do lar;B;9000;12.42;0;0.15;NRCr3r1g-Quk8;0;7
OBRrXhCu-YXzw;25;63300;Hipotecada;0.0;SXLrQw6P-kMux;Educativo;C;17600;12.53;0;0.28;mgQliNE5-E5wN;1;4
Gh3jkOCo-iRi2;23;30000;Alugada;4.0;Dn0SskQU-iM50;Médico;B;8000;12.18;0;0.27;ecmR46Z8-1wcT;0;2
PP7uZ5Hw-4f7x;23;65000;Hipotecada;0.0;qPXJeBpF-eETt;Pagamento de débitos;B;18000;9.99;0;0.28;3i7ogZf2-OBbC;0;4
URdPouyf-4FQL;24;75000;Hipotecada;8.0;1t2YgiQx-vWED;Pagamento de débitos;B;15000;12.21;0;0.2;XPiAA3kx-Em94;0;3
4XGPQO2v-HIUF;37;85000;Alugada;5.0;e42lWiE3-oASc;Pagamento de débitos;A;35000;8.9;1;0.41;dn3uBgSl-fw82;0;17
3cHqsFG9-82Jk;23;62000;Hipotecada;1.0;5aDDsS5e-dq3g;Pessoal;B;6500;10.95;0;0.1;pxW66JH3-6NuD;0;3
XhGu4PhW-0Gob;25;137400;Alugada;4.0;gAKXSnvJ-HHkL;Educativo;C;3000;13.06;1;0.02;vFfAWXjZ-uwFB;0;2
4U2C77gJ-cSE8;39;102000;Alugada;4.0;hZlqnNNt-STn7;Educativo;B;7800;11.99;0;0.08;huPj1Kms-1zCF;0;11
LiNQJ4Ph-k4Zb;29;34900;Alugada;2.0;ehnT0sE6-iIv0;Médico;B;11200;9.99;1;0.32;NdX0HMsZ-S0pJ;0;10
8FFNSMJ7-FvZr;28;43500;Hipotecada;12.0;uLwJszrT-0vAR;Educativo;B;4000;12.69;0;0.09;p9LCoaun-6UNQ;0;8
ay3aAPSF-Uhch;28;15600;Alugada;4.0;oJWKekoi-1zfb;Melhora do lar;B;5000;10.37;1;0.32;KUUeKG7J-y3Km;0;9
T9EqhmH6-pqbm;42;600000;Outros;2.0;GCKmX2jz-vA63;Educativo;D;25000;14.74;0;0.04;7MDEXzR4-TBvO;0;11
6yctOAr1-3yEA;31;28800;Alugada;1.0;0esFvozg-7Kbj;Empreendimento;B;5000;9.25;0;0.17;tnAmvUyh-AXOS;0;7
rsziMCl6-obYe;24;19200;Alugada;0.0;JBAOsZtI-9I2q;Pagamento de débitos;A;5600;8.9;1;0.29;3cDyWOcU-xmAv;0;2
YUMBQZ3T-H7Hu;30;32004;Própria;4.0;8XQ7Arc7-YL5z;Empreendimento;A;5500;8.0;0;0.17;gZXdHZjq-jSHL;0;8
RS6EFWrB-2cmq;25;102000;Hipotecada;7.0;04CYYtDc-M33a;Melhora do lar;G;25000;20.16;1;0.25;fvaUOsGq-i9cM;1;4
UPPQpCAl-IRaX;32;85000;Alugada;4.0;fDs4lB1z-7GLx;Pessoal;A;24000;7.9;0;0.28;Fnnw5FAx-8fmL;0;6
holAvgFg-4CD5;26;85000;Hipotecada;10.0;ptQxskzs-ZXYI;Melhora do lar;B;11000;11.99;0;0.13;CrWnjg8I-8F3r;0;4
YEAJKIxD-SJz1;22;122000;Hipotecada;6.0;S9kQsSLm-TNyT;Médico;A;6000;6.92;0;0.05;wP3UF28c-LRSk;0;2
4eED383D-kPn4;25;109000;Hipotecada;9.0;GxuQzgsq-EwHe;Empreendimento;A;12000;7.51;0;0.11;3QIcywcv-Y8un;0;4
Fa5ESs8M-JHkv;23;85000;Hipotecada;1.0;5Mlrx0MF-7si3;Empreendimento;B;10000;10.36;0;0.12;UbGobaXM-2pkL;0;4
GCTL50TW-UdK0;29;50000;Própria;3.0;UqzQrLsY-Fbd3;Pessoal;C;6000;13.99;0;0.12;RRw7Rkgo-S0JM;0;8
c5hctZIx-fFbC;30;37600;Alugada;2.0;xKG8akLh-ZBoI;Educativo;C;15000;13.06;1;0.4;sxkBcPxF-3tfh;1;10
LdIUpSmU-sTWB;32;53408;Hipotecada;8.0;hNwgSLGq-QN0f;Empreendimento;B;1400;10.99;0;0.03;0Fievoys-fGr6;0;6
fBvkExeo-xmxs;27;95004;Hipotecada;1.0;0KCzfJSR-uww5;Pessoal;A;15000;7.51;0;0.16;Pjdk3rPT-3o1B;0;9
potZehJn-m1dt;38;82000;Própria;4.0;c3lnA1Cz-FioP;Melhora do lar;B;10000;11.99;0;0.12;rocdWZAv-JO9s;0;13
SKlGghLe-6byu;22;105600;Hipotecada;4.0;Sfc3Od8e-Cemb;Pessoal;B;8000;11.49;0;0.08;J5z2iKnw-orlw;0;2
O1NR2NjG-auh7;26;100000;Alugada;6.0;QGRnukUT-N6ZG;Médico;A;8000;6.54;0;0.08;uf7A81UJ-fJ1P;0;3
vLdv1tRL-QPPC;23;53000;Alugada;0.0;bC7Kqk8C-YhRI;Empreendimento;C;9000;12.09;0;0.17;ZRHK1tPR-rF4M;1;3
2NlqqIEW-QrQ1;34;103000;Hipotecada;5.0;go3Mfl9s-RBnN;Empreendimento;A;3525;5.42;0;0.03;6rEUAsqs-AQvX;0;8
ObFHX0Of-7xYb;26;120000;Hipotecada;5.0;UCzv7dPw-4Rd4;Empreendimento;B;13000;10.99;0;0.11;L58HzYEF-OsNR;0;2
f8aIWcfu-fGhI;23;107500;Alugada;7.0;HQC4CILd-XvoF;Médico;A;10000;7.66;0;0.09;kQYx43UR-XeeA;0;2
TtEieRMp-45OG;25;140004;Outros;8.0;T68sgBXq-48v6;Médico;C;4500;12.87;0;0.03;Mkmm9gte-K5tM;0;4
zNBKym6m-P6Ji;24;27600;Própria;8.0;jhF8RzzO-TbiL;Pessoal;A;7000;7.9;0;0.25;Z7fmEkvB-LTgm;0;2
1YDSAPgo-AT1g;21;18456;Alugada;2.0;NPRHiCaq-yyrI;Médico;C;3500;13.35;1;0.19;SJrK6PS9-aPXr;1;2
OxzP5TOd-h4ZW;23;82000;Alugada;2.0;suHX5yQD-Eska;Pagamento de débitos;B;20900;12.69;0;0.25;BvgupDlF-CwXi;0;2
X972W4Xi-RTfq;23;91000;Hipotecada;7.0;9QMNrlLu-uF2J;Pagamento de débitos;C;7500;11.97;0;0.08;hYmdS8kq-udD5;1;2
EseAhwh9-E2GY;38;103970;Hipotecada;0.0;hlHSfTaT-bAkM;Pagamento de débitos;C;15000;14.35;0;0.14;v2orMdJn-RZlu;1;14
KgvR5FTy-kN4O;23;46852;Alugada;3.0;GSWspYzF-gvTo;Educativo;B;6800;10.65;1;0.15;Jyua6Cyw-JkBG;0;4
7FYuRff4-yvu6;44;70000;Alugada;4.0;d2y2JNXN-g8tg;Educativo;C;9500;14.22;0;0.14;XdqH6gqe-1o6i;0;14
GCcaFHMB-s6Zz;25;12600;Própria;3.0;83YPgNyz-3SZ9;Pessoal;C;1750;13.61;0;0.14;hvp7O43n-j489;0;3
jzAjwIYO-588x;39;34000;Hipotecada;1.0;3fSsboNd-HaJf;Empreendimento;B;5200;9.76;0;0.15;2chSSqNy-5Z3Q;0;16
6Zfe3ik0-Hxp8;45;26000;Alugada;17.0;18LCewJn-t9jx;Médico;A;10000;8.49;1;0.38;W2jtLts9-za3Y;0;13
q8Rvpz43-llpD;27;90000;Hipotecada;11.0;G8OZEoaF-0ICs;Pessoal;A;10000;8.94;0;0.11;TieSADe2-iNMb;0;7
R8dyoOQi-QUae;31;106000;Hipotecada;15.0;XKCqSBcy-NwIX;Melhora do lar;B;2400;9.63;0;0.02;8R6jkMuv-TndY;0;6
Aqi82ngv-Ox4P;23;143000;Alugada;2.0;BvDm9Evg-YHr1;Médico;A;16000;6.03;0;0.11;rJnugvnc-MWlf;0;2
lTyTud2F-49Tf;22;57000;Hipotecada;2.0;ItShCJr3-bFGD;Médico;C;5950;13.49;0;0.1;oTsLklki-bWhO;1;3
hDDrNhMc-n2x6;29;76000;Própria;13.0;IQMeWcq6-sh1Y;Médico;D;28000;16.77;0;0.37;f01miFc8-5W4S;0;10
K6jWKh6u-r049;29;60000;Alugada;0.0;GdlNNlMb-nE1W;Pagamento de débitos;B;5600;9.99;0;0.09;QqhxZZjH-8rsk;0;7
WnSPsPr7-bujd;23;65000;Própria;6.0;W0sNZYdZ-f2b8;Pessoal;B;6000;10.65;0;0.09;8DL9MlRz-fmnO;0;2
A7W80RZi-lTMb;37;88000;Hipotecada;2.0;UnFxFiWF-Dh62;Empreendimento;C;1000;13.48;0;0.01;gPqaUs55-8o1P;1;11
sQ6zyktU-tvU0;22;54500;Hipotecada;6.0;S54HMdhR-kLBs;Educativo;B;7500;10.59;0;0.14;QMPD1RW6-y0tw;0;3
s9nc29DJ-6XZP;33;30000;Alugada;3.0;IW875FFU-YGNx;Médico;A;1200;6.76;0;0.04;K9hRnfln-CaGx;0;10
5Gb6YgDt-hd9E;25;73000;Alugada;1.0;5kTdjS60-wfmv;Empreendimento;A;10000;7.88;0;0.14;8lgkmWHp-OyI8;0;4
JAZ8yf9J-mhrx;31;70000;Hipotecada;11.0;NYAc2xTG-w2Pt;Empreendimento;A;4500;7.9;0;0.06;WYMAoy8a-WQyH;0;8
bnmfyYU7-FTNK;26;29136;Alugada;0.0;EJwclztJ-G3Tx;Pessoal;D;10100;13.55;1;0.35;Mrq3ciPZ-0q09;1;4
izrh3IKc-rLqy;28;68000;Hipotecada;7.0;GwsWFGJu-JoDm;Melhora do lar;B;2500;11.71;0;0.04;DIFtGxEz-Zrlg;0;8
ZADfgsYd-q4jm;36;42000;Alugada;2.0;nbzzsGjl-W5mu;Empreendimento;B;2000;11.14;0;0.05;vA1TxuNe-khro;0;11
ADFpUXQg-qdOu;26;84191;Hipotecada;5.0;yEHyxes0-SZnz;Pessoal;A;9000;6.62;0;0.11;twhjgHa8-NMyt;0;3
7qsDAciu-0khR;29;45000;Alugada;0.0;P1gESAwT-J5f7;Médico;C;12000;12.99;0;0.27;mymm7hpL-ggtc;1;7
qCKMhfjI-HARn;23;81600;Alugada;1.0;HF631WaB-dpx2;Médico;B;25000;11.36;1;0.31;EK0sqNB0-i5BA;0;3
3vTFYtjn-Z8O8;23;75000;Hipotecada;5.0;LdXrQ0vm-v7By;Empreendimento;A;6400;5.42;0;0.09;1FaR5GK3-7Jvc;0;3
jvMDvcGp-XDrv;34;56400;Própria;8.0;OpfMIw5u-j1rb;Médico;A;12100;5.79;0;0.21;fyQOwGah-h4n6;0;9
Dwrs5Esv-ZWyU;23;61498;Hipotecada;5.0;eGyULPP2-9DB5;Pessoal;B;5000;11.36;0;0.08;UXhLufOy-z7SN;0;2
MwR0dIGU-kbCB;27;102400;Hipotecada;2.0;Wy7EClmi-yTJp;Educativo;D;25000;15.57;0;0.24;YUL3dCo5-9Fbw;0;10
TXQuI2Li-y5e4;44;61000;Alugada;7.0;gc5HJ6QX-hl2p;Pessoal;C;10000;15.96;0;0.16;DxgqY6O9-XdMd;0;15
MsnJyDKe-hXHM;22;34000;Alugada;6.0;pbgTYxGs-EzTp;Pagamento de débitos;B;14000;10.62;1;0.41;Kpw4pjsz-48Ng;0;4
5Wz4XdqA-p95J;22;49000;Hipotecada;6.0;e79WAJka-XLlG;Educativo;A;10000;8.0;1;0.2;lQv1NjO4-niec;0;2
bXU2iZs7-bjYs;23;81504;Hipotecada;6.0;XSRqoLEG-T0Io;Pagamento de débitos;A;2400;6.92;0;0.03;xMDFu6rw-XRSk;0;4
wrGxtmxk-cRAy;48;40000;Alugada;2.0;uBwiQ01a-m6eR;Pagamento de débitos;C;8050;12.98;0;0.2;596FYAWm-IDuk;0;13
cZ37y4gN-9PCW;28;65007;Hipotecada;4.0;d6Z2BQBK-COMM;Pagamento de débitos;F;25000;18.62;1;0.38;vl3fGZv5-QnCg;1;9
Nciv6WZP-FpRS;33;49000;Alugada;6.0;IDtsA440-IHbf;Médico;B;7200;12.42;0;0.15;3mAukpsz-lMCh;0;7
d9b4PSmL-esyB;32;45489;Hipotecada;13.0;Yw9SH49y-zkZn;Pessoal;C;18250;12.73;0;0.4;ycYsfAfE-H2D7;1;5
NzHApq0s-P7Of;40;83000;Hipotecada;7.0;A8TABTs3-PsNA;Educativo;B;2800;12.18;1;0.03;nTuT8idv-F2jL;0;13
UsU63BJz-mDIt;25;33000;Alugada;9.0;9rSXQOyn-TR6l;Médico;A;3200;5.42;0;0.1;UlNP7XsE-KaX1;0;4
dYoE39RU-b55U;22;86000;Hipotecada;7.0;gTl9I4ZQ-qeTR;Educativo;C;18000;13.48;1;0.21;t3yheQ7t-dinf;0;2
C0YoCWbd-ijJk;28;105000;Alugada;5.0;vJgZXsMs-c6Nl;Pagamento de débitos;C;5500;15.23;0;0.05;sydunFy5-z1ks;0;7
i0UbjUSw-Siws;22;125004;Outros;6.0;afs3laxg-edmu;Empreendimento;D;10000;14.74;0;0.08;jHxLbSWk-pTWL;0;2
htpG1huA-T8iA;24;41004;Alugada;2.0;rEWnlbot-YBif;Pagamento de débitos;B;10000;11.14;0;0.24;4f3Usvge-gJQf;0;2
bbguLBMT-XrDP;31;60000;Outros;2.0;c4wLLBHx-dyZo;Melhora do lar;B;15000;11.26;0;0.25;jcw2LMuv-X5B8;0;6
5ElrUJK1-prQH;23;92000;Hipotecada;7.0;fRZWnUz0-hxST;Educativo;C;7000;13.47;0;0.08;WGKpoTJT-lTBu;1;4
Ntg26DlN-2ZcC;30;120000;Hipotecada;9.0;4A6uKRQ7-JTMW;Pagamento de débitos;B;18400;9.63;0;0.15;0eQNP8iy-l9kx;0;9
oqnFpkJM-06w4;35;55000;Hipotecada;3.0;Z3KIAlif-s2dQ;Pagamento de débitos;A;3200;5.79;0;0.06;mHplgfCO-hWuH;0;10
s1H4rTf4-LoaS;39;54996;Própria;6.0;OylqgXqS-0tUv;Empreendimento;A;5500;7.51;0;0.1;fJu2Rm0w-EsOx;0;11
Op9wORK6-A3Yb;64;56000;Alugada;0.0;UbMs4SBi-jsQQ;Pagamento de débitos;E;10000;16.82;1;0.18;9IDtTDHK-wPXd;1;18
Ehsriwo9-mswH;27;91224;Hipotecada;6.0;WEoNjTFZ-c9N1;Médico;A;15000;7.88;0;0.16;eenslLKK-PsRh;0;10
88DvlbJg-RtEW;31;25000;Alugada;0.0;rRYJWsUB-CnvZ;Pessoal;A;2500;7.4;0;0.1;uCEZNs9r-F9Aw;0;6
wg22dNYT-n3Qq;25;55000;Hipotecada;9.0;NFRnXtuz-Z0lZ;Médico;A;15000;7.88;0;0.27;ULQ16cqE-bemG;0;2
2hWbgp3A-RXnZ;25;40000;Alugada;0.0;XFmTGYpN-UNA4;Empreendimento;B;5925;11.11;0;0.15;zI84ACqa-NO0o;0;3
zw77HxRE-4u4z;27;115000;Hipotecada;11.0;9aUITRWN-adja;Pessoal;B;14400;12.69;0;0.13;jDwQQyQ3-COy5;0;6
chwggrcW-wwqE;37;44700;Alugada;0.0;3rrOyAXH-9zZs;Pagamento de débitos;A;9000;8.59;0;0.2;6lQCGOji-jHTe;0;16
ImYQ7vi9-KJax;27;30000;Alugada;0.0;ktFk0vQT-OmTf;Médico;C;5600;13.49;0;0.19;eYDm6zXn-yNMj;0;10
P6dWwXs9-vI1Z;36;41000;Hipotecada;6.0;zvcv4ZS2-k3Bc;Pagamento de débitos;B;6250;10.62;0;0.15;MDSZZgBT-cE6r;0;17
Dx4b5W9A-PA4C;32;120000;Alugada;11.0;hGjXsAOo-2Hea;Educativo;A;12000;7.51;0;0.1;xJWrYtC1-H8r1;0;9
bkbYKh1q-juyE;37;12360;Alugada;3.0;7pOEvYug-8TQR;Educativo;B;4000;9.99;1;0.32;TXDJu0vR-moH2;0;13
UY0Do8Ax-QBwl;28;78996;Hipotecada;10.0;Q6DbfXYu-pDDS;Melhora do lar;C;12000;13.16;0;0.15;6NLew8m8-cxPn;1;5
CKXGZgHZ-RtMm;24;70000;Alugada;4.0;vtESgAvX-fFNA;Empreendimento;C;10000;12.41;0;0.14;iPDKDS0m-JYXJ;1;2
oL9bzbej-1xW2;21;15996;Alugada;3.0;XFwqqWRi-tnFo;Médico;D;4800;15.37;1;0.3;BbPh8mUu-Mh6Q;1;3
8R5N1BwO-9gWy;34;135000;Alugada;6.0;t0JQo6vp-m1wt;Empreendimento;E;20000;17.74;0;0.15;dwwcK3ui-SPqj;1;5
1FXLlj7q-IBSH;24;31000;Alugada;2.0;R3BgJhLA-LBbG;Empreendimento;C;10000;14.65;1;0.32;oUTU7i7Z-6GUs;0;2
rrurRAvC-7qp7;26;60000;Hipotecada;10.0;AQHHsOGz-nrTA;Empreendimento;A;12500;6.92;0;0.21;jXHp7H6N-4Jj3;0;2
Whz7IjrH-9UU3;25;50000;Alugada;4.0;gxlnd1Gu-Jxin;Educativo;E;10000;16.82;0;0.2;xqLk6qcw-LpFr;1;2
sioxr2r4-JWOX;36;40000;Própria;0.0;aiQkuxaA-0fK4;Pessoal;A;5000;8.0;0;0.13;bIifgsI7-a4Zh;0;16
Dp12Q2Jx-0tWP;21;30000;Alugada;5.0;uXvCQ4tU-X7Tu;Empreendimento;B;10000;11.99;1;0.33;EW4fhjGD-ExsZ;0;4
lWBus9A2-hbjk;24;26000;Alugada;5.0;a9KIhOmW-Pf8G;Empreendimento;C;12000;14.26;1;0.46;ydASJGTe-8xT6;0;3
FmuZWAJm-ycoI;44;49200;Hipotecada;2.0;RlTq8Id1-bPf7;Empreendimento;D;3600;16.29;0;0.07;XE6YrA4c-Os1D;1;14
vxpee7Cp-cBjM;22;26400;Alugada;0.0;qJjhj8HF-3Jb1;Empreendimento;A;6000;8.59;0;0.23;FGFFJUgc-zIUN;0;3
3KZ9wo59-xbWE;25;80000;Hipotecada;9.0;cv5LBf7L-AALB;Empreendimento;D;14000;15.62;0;0.17;CxzPxXQJ-ZqAH;1;4
1cF9wP51-A8o6;45;42320;Hipotecada;6.0;OgABBHeA-5n3f;Melhora do lar;C;7475;13.49;0;0.18;PYRHFzu2-QMZR;0;13
BDU5Ung7-xLkX;30;110000;Hipotecada;5.0;41rGaukt-SZYe;Empreendimento;B;25000;11.12;0;0.23;sKzxQwxq-IR0J;0;9
yhpba1Th-he6Y;23;80607;Alugada;2.0;etuJ0PEh-Qu8N;Médico;B;6000;12.21;0;0.07;O1BmWoFX-ycDF;0;2
p3DdFY8B-QDKc;30;52800;Alugada;4.0;TlCCWlgB-4TPF;Pessoal;B;2400;9.62;0;0.05;qRhuR1Pk-XbAY;0;7
KmO6gdU5-pSxd;24;47000;Hipotecada;7.0;Zq5eM3La-88Cc;Médico;B;15000;10.74;0;0.32;Rxl1kWIJ-4rHz;0;2
mtstHHUP-yegz;21;65592;Hipotecada;5.0;brbiEqLN-jhqI;Educativo;D;3600;15.99;0;0.05;gBPJ2SSG-iIW6;1;3
SgjsTf1I-1Xg8;21;32400;Alugada;2.0;icnPNWbr-zBW3;Empreendimento;C;10000;13.23;1;0.31;UTzTsGDd-aubE;1;3
nGvWhhCA-ds5m;22;50000;Hipotecada;0.0;WjsB3A5U-M9yz;Pessoal;A;6250;7.88;0;0.13;lRMPqCm8-s26y;0;2
uz07gZ3S-Pky8;36;21324;Alugada;0.0;MKC8MkqC-ryhQ;Pagamento de débitos;D;7550;14.61;1;0.35;NyF5p9fh-q37k;0;13
5P98gJNl-L7KY;34;75000;Alugada;2.0;CEAHxgRW-tiNW;Empreendimento;A;12000;7.29;0;0.16;IzuusXBR-B0Yq;0;8
79RRkEQ4-ePHZ;25;31000;Alugada;5.0;EBeT54rp-OyGg;Pagamento de débitos;D;9600;16.77;1;0.31;xAxw4vt3-DUQc;0;3
RcpqvcKX-Cuum;24;46000;Alugada;0.0;WCo2nblw-8Pmb;Pessoal;A;4800;8.9;0;0.1;mTm7q4JG-S4SY;0;2
fLIpYe5s-d2OF;25;45600;Hipotecada;6.0;Th5ASCeR-p57z;Melhora do lar;A;15000;5.79;0;0.33;LnF5qv7a-fv2s;0;2
0w6bch0B-DLBW;28;32468;Hipotecada;12.0;tWid1ZRk-iUPi;Empreendimento;A;6000;7.51;0;0.18;i7sGpCUA-Rhrn;0;5
KsHlGLOB-EBUT;21;15300;Alugada;5.0;xNqhYnvv-1abO;Melhora do lar;B;3150;10.99;1;0.21;MPEnbuPm-EokJ;0;4
tbr9RqNu-tmiP;24;42000;Hipotecada;5.0;qGsGdGAs-U71E;Educativo;A;4900;6.03;0;0.12;lCxXU1rM-QzE7;0;4
LuZ27m8L-tvze;24;39000;Alugada;8.0;85jxJJZ4-2Iqe;Médico;D;1500;15.62;0;0.04;hPCUk4GN-tdqM;1;3
LqfUW6Ku-seSU;27;79050;Alugada;11.0;qkWz5zw7-UyG4;Médico;D;4000;14.46;1;0.04;boMb2kyw-FbOd;0;9
no3pHxjz-mcns;28;52000;Hipotecada;5.0;PUXrzhwm-kMRX;Melhora do lar;B;2800;10.99;0;0.05;4ZIkzRm3-YD5s;0;8
5eWIjDJ2-kbEw;43;49578;Hipotecada;11.0;F4cF77lP-hjP5;Pessoal;C;16000;13.49;0;0.32;1ouXWEha-LbUs;1;13
ojOwwEXF-iIMp;22;33000;Hipotecada;4.0;gvc0Isua-0fla;Empreendimento;C;12500;14.26;0;0.38;eFU41sI1-veou;1;4
tPiTYP4L-5lDg;24;62500;Hipotecada;8.0;vimXFcGs-wAx8;Pagamento de débitos;B;16000;10.38;0;0.26;MExdg1E0-lq0g;0;3
0mNjAeL7-n1D3;25;90000;Alugada;9.0;uU4CPBya-ducn;Educativo;B;10000;12.42;0;0.11;ywgRXLUY-IwBR;0;4
1MrJNLzb-f0L4;22;24240;Alugada;3.0;JKwSWNu0-8RqX;Empreendimento;B;3500;9.99;0;0.14;8YXi1psT-EtAm;0;3
Td1l2yrm-mW14;45;37000;Alugada;0.0;YFNFkXbw-B2ID;Melhora do lar;B;20000;11.71;1;0.54;sSChnnfn-p16f;0;15
ikMSSFyG-Fh0O;22;70000;Hipotecada;6.0;HPZEhShG-Uazq;Médico;A;6000;6.03;0;0.09;tJWqqlxB-hxBc;0;2
FOGmwUNO-Wd7W;25;21500;Alugada;2.0;XDythNBi-kodt;Médico;C;7500;11.34;1;0.35;NJFOahK9-pCwT;1;3
qBsyaUpz-9lGQ;24;95000;Alugada;0.0;fFwf5tCT-Jiw9;Médico;A;4000;7.9;0;0.04;gQjAE03N-5QKN;0;4
wu9jzio0-wGSo;36;60000;Alugada;3.0;yrBYUnsc-CsyG;Melhora do lar;A;7000;7.88;0;0.12;QoPYzxQb-q2co;0;12
RAs5wj7O-qxwm;29;52044;Hipotecada;12.0;JaCmdsWh-sBE4;Educativo;A;8875;7.9;1;0.17;OoQrmn7A-SbuX;0;7
DnT3UpEf-kcbZ;27;115000;Hipotecada;0.0;wkedd75v-EXMJ;Médico;A;12000;7.29;0;0.1;1apmTB5p-qmkj;0;6
5ZBDAMFF-Yx9O;30;54383;Alugada;5.0;fTrj9uRG-DZgA;Melhora do lar;D;25000;15.65;1;0.46;1wYQ8z3r-576Y;1;7
aPoMTcDJ-2h2l;29;34500;Hipotecada;4.0;tGSCx6RX-TYJW;Médico;D;4500;14.42;1;0.13;5AcfqFAw-xghX;0;7
